,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
396,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,7,0,0,5,1,0,3,2,1,6,0,0,41169471.05637448,190440491.0640071,333100000.0,717.2508247498107,0.0022675086310548244
397,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,6,0,0,1,3,0,436957978.4574587,131603129.0239119,92100000.0,10535.24995554076,0.039803627840431226
398,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,0,7,0,0,1,0,2,9,0,0,5,0,0,74643523.45081455,208616008.70113045,176700000.0,2451.0655236788025,0.009526194689713639
399,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,860664645.3841461,21068617.1353041,230600000.0,0.0,0.6001467303237411
400,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,6,0,233557457.47022915,84516632.57986957,600300000.0,0.0,0.15472437845979475
401,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2354268184.009918,27631367.846842468,146000000.0,24088.788703458922,0.13440119610122578
402,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,7,0,0,588918411.6538538,119136459.34748536,61400000.0,0.0,0.3479030472941489
403,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,186080812.57283533,30518832.761027623,1068100000.0,0.0,0.12353936285436946
404,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,2,2,1,7,0,0,31989396.962187946,143238468.0013822,818100000.0,1536.3043064009285,0.002039395099777125
405,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,851027580.3197163,56553157.435875535,146000000.0,31491.74260257337,0.08934732092515615
406,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,6,0,0,3,0,1,155154700.84387067,152694791.39784598,387000000.0,0.0,0.10841838853682413
407,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,0,0,2,0,0,2,1,3,0,0,0,0,0,0,220394712.44550705,155752382.2854967,236500000.0,12837.021066392175,0.013563283802538649
408,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2362995660.035748,13903423.98391871,146000000.0,24394.92176578688,0.1357470792184846
409,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,4,0,0,7,0,500880388.25230014,136166489.7527887,146000000.0,0.0,0.3286780309130436
410,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2307114608.38534,21556221.14781617,267200000.0,21631.603246085182,0.13150986749477075
411,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,3,0,0,5,0,0,6,1,1,4,0,0,47200768.89176457,138334111.40173408,473000000.0,1304.470068854612,0.004639365494488601
412,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,3,5,1,1,0,0,204177295.05285624,116446544.6122277,321100000.0,8118.807522911969,0.016520924307830795
413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,1,0,7,0,0,151821797.4903493,161563081.626843,302400000.0,0.0,0.11303170752703211
414,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,139718129.9046767,68763954.71279168,812000000.0,6144.604584260602,0.011118055563546708
415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,734493540.4522549,73821618.32525945,30700000.0,0.0,0.44784085962084447
416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,3997658335.1413836,39371841.084089756,30700000.0,16846.43176354196,0.7152543363253536
417,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,3,1,0,7,0,0,52245919.98894507,157103501.31400186,351800000.0,0.0,0.033054917172154356
418,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,3,0,0,7,0,0,0,6,0,3,0,0,74189590.45939034,125002245.34258074,442300000.0,1528.9750616539177,0.01452706559698825
419,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,4,1,0,3,7,0,402651819.2029108,170429039.02846128,61400000.0,16798.661848093274,0.034928606347103396
420,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,6,0,0,391896995.41052055,74665195.31596018,230600000.0,0.0,0.2687085268334
421,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,182950314.0279395,50252842.162997,600300000.0,3716.3451717773614,0.04383831617524625
422,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,3,0,0,3,0,1,5,3,1,3,0,0,116701984.71768755,154183105.6988736,321100000.0,3418.518684133647,0.016502663529189013
423,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2315938006.428441,33490621.782781776,146000000.0,10669.223978910766,0.39659820713771243
424,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,2,7,0,1,0,0,434942015.36415976,140270766.02867526,61400000.0,8811.458235848551,0.11665337497544837
425,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,851027580.3197163,72518383.96811026,61400000.0,0.0,0.5956488061677077
426,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,2,2,0,2,0,0,543089618.9924448,128268143.39643517,61400000.0,0.0,0.3329966667652029
427,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,2,1,7,0,0,356394625.503822,146183833.80320293,146000000.0,0.0,0.23548431860845417
428,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2522104656.4000683,40542362.04798879,115300000.0,24880.124647282388,0.1847273286762588
429,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,6,1,7,0,0,0,0,477736866.5717744,130922460.49598709,182600000.0,16486.171480832716,0.035505664637941435
430,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,480770808.02556884,75782127.43715806,230600000.0,10092.754676859904,0.12201967196586892
431,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,7,0,3,6,1,0,1,0,0,362819516.82280225,152483770.39223504,146000000.0,12323.906258292502,0.03595852015348885
432,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,7,0,0,7,0,0,0,3,0,0,3,3,7,0,0,202697180.89503044,227649344.22369838,61400000.0,8511.990657190237,0.02440716120328804
433,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,7,0,0,7,0,3,3,1,0,7,0,0,17834615.359197706,197789514.3266512,321100000.0,402.3108426177942,0.001174521056043661
434,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3964562995.9099464,16925244.491970196,61400000.0,16268.027793457992,0.7017024214258338
435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,2520787030.3587093,41655984.90485964,115300000.0,24819.050331894236,0.18466278387723964
436,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,488813340.8955829,35266804.137615845,454300000.0,9450.086880554638,0.11397532180098666
437,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,7,0,0,0,5,0,0,7,0,122190320.98653676,148893949.90045595,199900000.0,2918.97296988608,0.021881003565398478
438,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,190166121.17096236,59095564.2819697,503700000.0,3719.9685754001166,0.04461309376809118
439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3968536619.7958045,36784490.450139485,30700000.0,27061.21713485443,0.29273716828346397
440,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2360286942.2586355,15444563.06553661,176700000.0,24407.7903399336,0.13573132841241298
441,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,866138061.3695948,14092235.304915495,230600000.0,0.0,0.6020118975108251
442,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,6,0,0,2,2,0,0,0,0,524686501.84204245,83827809.58854207,115300000.0,21672.719938785496,0.0414067024784643
443,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,7,2,0,3,7,0,4,0,0,540352910.9997203,162163644.972129,61400000.0,17003.4385226172,0.0398476899805993
444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,2,1,0,0,0,0,724508836.7674285,78551559.15809554,84600000.0,30430.430202272695,0.05766439734838326
445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,5,3,0,0,7,0,513203290.017354,131751668.78618142,115300000.0,10464.900627542474,0.12217566281639422
446,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,6,0,7,0,0,226214382.28023055,133174781.56336942,321100000.0,0.0,0.1450148516539139
447,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,1,5,0,472577910.0258295,132890036.82322332,92100000.0,7327.632171780071,0.09986798571492658
448,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1,0,2,0,1,5,0,0,209208781.49006793,165558083.42271876,176700000.0,0.0,0.13222072408126775
449,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,3,2,0,2,0,0,6,0,0,364604749.4819951,144170568.2308038,146000000.0,7495.403992296474,0.08578154498006882
450,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2289137644.1041765,15444563.06553661,388400000.0,10114.318395685521,0.39040937154113353
451,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,2306528891.2989492,58097062.72868286,176700000.0,17600.72097164242,0.1635094987491791
452,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,354736873.1692397,58638794.44734097,351800000.0,12226.410044244409,0.03489854942289167
453,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,3,0,0,4,0,0,6,0,0,4,0,0,189637516.77167484,162501159.31575802,182600000.0,1081.163266297967,0.036459688119158194
454,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,5,0,1,0,0,0,522840355.08178383,49944675.49986429,199900000.0,17441.655492876424,0.05158121479690263
455,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,2,0,0,0,0,547417935.0843219,61034377.091906354,199900000.0,10947.212389297465,0.13484262407324452
456,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,7,2,0,6,0,0,178547524.9043805,106630007.4674603,382500000.0,6998.758343070477,0.01644749061867849
457,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,3,0,0,502091127.4662223,130974201.5507944,146000000.0,0.0,0.2830012109759181
458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,3967459526.1699643,73364319.39203924,30700000.0,33630.73505110083,0.2340542800502486
459,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,2,0,7,0,0,368768398.56097615,83565354.6292294,230600000.0,15233.594370842475,0.028909779162963556
460,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,6,3,0,0,3,0,0,369199570.7223997,133867448.52354872,92100000.0,7846.214211464408,0.03309247619931331
461,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,7,2,0,0,0,0,337513336.4806297,65829425.066614784,485000000.0,11555.822832942915,0.03398229734214548
462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,3968536619.7958045,38290267.756276876,30700000.0,33619.5826993015,0.23418973462677112
463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,4,1,1,0,0,0,3968536619.7958045,58623912.32519096,30700000.0,16300.40373299467,0.7025692038803133
464,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,3,1,0,3,0,0,96336094.64343038,120042168.21332315,454300000.0,3602.9115295757965,0.007035978476359752
465,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3964132522.885397,30518832.761027623,61400000.0,27014.312074650443,0.2921331821394429
